,Site1,Site2,Site3,Site4,Site5,Site6,Site7,Site8
227,3120.944444,2871.194444,2677.388889,1214.805556,1907.555556,1090.027778,728.0555556,3070.472222
228,1966.805556,941.2222222,1170.555556,677.5,892.2777778,738.75,804.0277778,2767.166667
229,2097.5,1265.611111,1133.583333,369.6111111,1006.972222,356.25,343,2260.083333
230,2620.277778,1509.888889,1756.138889,648.2222222,1570.833333,455.5,352.1666667,3112.472222
231,3908.777778,2581.972222,1387.861111,323.4444444,1185.25,329.5,336.8611111,3546.861111
232,1179.055556,847.5277778,446.8611111,345.4722222,1848.5,386.6666667,429.2777778,3286.444444
233,770.0555556,337.5277778,776.3333333,786.9444444,1126.638889,999.4722222,772.6111111,2292.444444
234,442.1666667,274.9722222,511.4444444,926.4444444,733.0833333,1113.222222,857.3611111,2110.5
235,165.0277778,185.1388889,252.3333333,209.9166667,624.6666667,269.7222222,391.3888889,1059.555556
236,214.2777778,201.8055556,399.2777778,703.1666667,587.7777778,1173.583333,1005.777778,1056.666667
237,924.6944444,682.0555556,880.8611111,716.25,1365.166667,818.5833333,716.1111111,1908
238,1187.25,1212.111111,815.1944444,612.5833333,764.8333333,900.6666667,602.3888889,2182
239,351.4444444,262.25,248.0555556,152.0277778,687.3888889,285.9166667,248.5,1471.472222
240,1156.305556,808.5,953.1388889,706.5277778,1014.055556,813.6111111,470.8333333,1427.972222
241,610.0277778,950.6666667,701.0277778,483.6388889,554.9444444,504.8055556,470.4722222,1073.583333
242,278.0833333,324.0833333,289.6111111,481.2222222,617.9166667,715.8333333,583.4444444,798.4444444
243,732.4722222,510.7222222,361.25,218.0555556,232.9444444,206.8333333,340.8611111,1142.416667
244,1316.611111,1018.805556,1142.972222,630.0555556,904.1111111,648.0277778,807.9444444,1626.5
245,1065.583333,929.9722222,1155.277778,906.6388889,1009.888889,780.3333333,778.5277778,1663.833333
246,1262.111111,732.5555556,1094.277778,527.8611111,887.6666667,615.0833333,379.3055556,2066.361111
247,2724.472222,2390.055556,1635.666667,751.1666667,1860.083333,757.4444444,685.8888889,2890.277778
248,3124.777778,2237.972222,1857.111111,481.0277778,983.8611111,618.8888889,505.8055556,3039.111111
249,2475.527778,1068.555556,1693.555556,973.3611111,1898.861111,927.0555556,855.3888889,3102.5
250,1352.722222,706.1666667,226.1666667,193.5555556,1220.083333,324.4166667,354.6944444,1375.583333
251,1672.25,827.5277778,449.5833333,236.1944444,649.1111111,217.8055556,282.2777778,3894.166667
252,798.3611111,387.4722222,252.5833333,179.9722222,1041.694444,207,259.5,2883.944444
253,426,175.0555556,292.5,370.2222222,703,739.8888889,953.6388889,2587.638889
254,665.9166667,518.4166667,855.4722222,938.2777778,1078.277778,1240.111111,1636.805556,2117.361111
255,956.5,513.4722222,844.75,1116.777778,802.5277778,2136.138889,1697.277778,762.6944444
256,525.9722222,256.0555556,554.9444444,735.8333333,692.4444444,1500.888889,1267.194444,798.9722222
257,298.5277778,452.0833333,606.5833333,761.5277778,841.3055556,1115.861111,1051.388889,1030.25
258,462.4166667,351.7777778,492.4722222,481.6111111,757.8055556,770.2222222,591.75,431.5277778
259,1145.777778,835.0277778,1038.805556,353.0555556,1014.388889,430.5277778,385.9166667,1952.472222
260,1073.611111,492.5833333,652.8888889,295.1944444,478.6944444,398.9722222,448.3888889,1966.75
261,1682.722222,1377.916667,1442.805556,738.5555556,1419.166667,673.3888889,477.0833333,1427.472222
262,1090.611111,991.2222222,1328.694444,600.75,963.3333333,652.8611111,604.4722222,1232.111111
263,952.2222222,1045.166667,1262.055556,628.1388889,845.2777778,480.5833333,333.3888889,1001.861111
264,618.2222222,588.9722222,622.7222222,596.6944444,662.25,678.3611111,597.8333333,1525.944444
265,660.75,388.3055556,1034.472222,514.1944444,1047.944444,582.8333333,596.2777778,1641
266,987.6388889,636.1666667,826.3888889,317.4722222,398.5555556,432.4722222,311.75,2115.305556
267,1644.5,1320.75,1553.138889,804,1253.055556,951.4444444,894.4444444,2201.472222
268,2578.222222,1374.527778,1235.166667,593.6944444,1113.833333,683.3611111,690.0555556,2525.25
269,788.3888889,353,517.6111111,255.0833333,1331.222222,262.3333333,393.75,2340.472222
270,2018.861111,863.2777778,1068.555556,789.5,1351.861111,753.9444444,521.9166667,1266.666667
271,1554.694444,641.75,577.3055556,303.6111111,873.6111111,291.4722222,446.5833333,3677.472222
272,779.4722222,524.9722222,591.4166667,415.3888889,1923.416667,628.4166667,519.2777778,1603.055556
273,1614.305556,1215.833333,1221.861111,994.3055556,1527.666667,1066.694444,1303.055556,2371.888889
274,407.8055556,462.5277778,971.3333333,1484.416667,1641.194444,2230.333333,1528.333333,714.3333333
275,513.3888889,353.2777778,777.2777778,709.75,1094.861111,822.2222222,747,1579.361111
276,1035.055556,581.9722222,608.3333333,858.9444444,532.1111111,1609.722222,1374.75,2129.138889
277,453.0833333,623.2777778,684.5555556,1076.888889,651.5277778,1742.805556,1380.333333,1832.138889
278,1399.527778,632.1111111,213.75,98.05555556,596.9722222,67.91666667,129.9722222,2505.25
279,389.2777778,236.0277778,355.8888889,351,470.3888889,309.0277778,307.7222222,1079.027778
280,803.3333333,398.1666667,418.2777778,219.6666667,551.25,249.1388889,292.8611111,1651.722222
281,756.9166667,743.0555556,833.1388889,953.3333333,1203.472222,1090.055556,942.1666667,1057.527778
282,374.9722222,276.9722222,334.2222222,396.25,666.5555556,438.2777778,366.4444444,878.25
283,368.8333333,331.6944444,440.9722222,385.9166667,482.75,332.6666667,362.0555556,1310.972222
284,599.5277778,387.1388889,392.5833333,329.6666667,484.6111111,353.7777778,293.9722222,1231.472222
285,1071.555556,1117.833333,1252.388889,851.9166667,1176.75,927.6388889,748.9166667,1121.416667
